bookrow_id,bookstoreid,storeid,storenumber,storedisplayname,termname,campusname,department,departmentname,coursename,section,sectionname,instructor,schoolname,bookimage,title,edition,author,isbn,materialtype,requirementtype,publisher,publishercode,copyrightyear,pricerangedisplay,booklink,store_url,user_guid,course_codes,created_on,last_updated_on,file_code
,3100,,,,Fall 2023,University of Charleston,,AAS,,,,,University of Charleston,https://images-na.ssl-images-amazon.com/images/I/51MJwAn3RhL.jpg,Africana Studies,4TH 19,Azevedo,9781594607325,,This item is Required,Carolina A,,,49.95,,https://atlm.textbooktech.com/student,,,2023-11-9 9:22:26,2023-11-9 9:22:26,
,3100,,,,Fall 2023,University of Charleston,,AAS,,,,,University of Charleston,https://images-na.ssl-images-amazon.com/images/I/51MJwAn3RhL.jpg,Africana Studies,4TH 19,Azevedo,9781594607325,,This item is Required,Carolina A,,,49.95,,https://atlm.textbooktech.com/student,,,2023-11-9 9:24:16,2023-11-9 9:24:16,
,3100,,,,Fall 2023,University of Charleston,,ACCT,,,,,University of Charleston,https://tt-pos-images.s3.amazonaws.com/8630/products/1179261/full/9781265553463.jpg,Fund Acct Prin (W/Connect)(Custom)(Amsc),25TH,Wild,9781265553463,,This item is Required,Mcgraw Hill,,,154.95,,https://atlm.textbooktech.com/student,,,2023-11-9 9:24:16,2023-11-9 9:24:16,
,3100,,,,Fall 2023,University of Charleston,,ACCT,,,,,University of Charleston,https://tt-pos-images.s3.amazonaws.com/8630/products/1179261/full/9781265553463.jpg,Fund Acct Prin (W/Connect)(Custom)(Amsc),25TH,Wild,9781265553463,,This item is Required,Mcgraw Hill,,,154.95,,https://atlm.textbooktech.com/student,,,2023-11-9 9:24:16,2023-11-9 9:24:16,
